1,56.417530
2,57.562647
3,151.843354
4,156.550747
5,182.681135
6,314.241966
7,259.140220
8,358.447037
9,419.991624
10,93.505997
11,461.210204
12,524.423118
13,549.412930
14,620.223493
15,676.247458
16,654.437172
17,802.692532
18,729.023270
19,902.401460
20,210.531159
21,837.864692
22,1003.541285
23,920.380997
24,250.791859
25,1103.545864
26,1024.550107
27,1101.828507
28,1283.079739
29,1126.240494
30,1340.773934
31,1475.227285
32,1227.137603
33,1539.871456
34,1326.999356
35,1478.662438
36,1426.701971
37,423.901024
38,1751.737589
39,1526.629195
40,231.611594
41,1851.702696
42,1626.551541
43,1922.466829
44,1726.432788
45,309.435108
46,2048.490504
47,1826.348012
48,2100.134651
49,1926.209018
50,2187.357156
51,2329.329474
52,2026.971687
53,2375.737603
54,2121.428068
55,524.013556
56,2531.962709
57,2219.438891
58,2602.309189
59,2317.398582
60,514.348537
61,2730.109170
62,2422.279748
63,2790.850182
64,2927.049545
65,2523.033443
66,2980.746108
67,2622.886908
68,774.109227
69,3124.888410
70,2695.511993
71,3211.713742
72,2819.867889
73,292.040602
74,3309.751278
75,2919.753260
76,3308.233978
77,3010.411003
78,828.016001
79,3511.522231
80,3108.425648
81,3570.445277
82,3206.395447
83,781.864494
84,3708.553750
85,3315.071325
86,3753.649496
87,3903.786965
88,3415.787226
89,3941.496902
90,3515.653776
91,3902.358116
92,3615.463335
93,938.644901
94,4186.444091
95,3676.750057
96,4268.310614
97,3812.468802
98,353.141720
99,4366.350683
100,3912.366557
101,4359.193444
102,4555.622040
103,4013.036627
104,4600.317142
105,4112.908774
106,561.662192
107,4769.092969
108,4212.817648
109,4706.968034
110,1070.770762
111,4312.599719
112,4937.281844
113,4366.223791
114,5035.323957
115,4509.661301
116,4781.945373
117,5215.684629
118,4610.254161
119,5252.653140
120,4694.485082
121,4820.208946
122,4808.460266
123,1187.221965
124,5507.026681
125,4908.374229
126,5518.512288
127,5008.255009
128,1244.514460
129,5676.831738
130,5108.159438
131,5648.408044
132,5189.629443
133,5064.842488
134,5963.046135
135,5288.844547
136,5993.571266
137,5386.836846
138,1196.367044
139,6158.546526
140,5504.134490
141,6159.449369
142,5604.017899
143,6262.085740
144,6448.536201
145,5704.701605
146,975.367197
147,6546.926931
148,5743.342176
149,6618.107738
150,5901.723634
151,5789.336455
152,6785.874504
153,6002.091314
154,1475.118909
155,6882.117313
156,6101.995748
157,5625.152627
158,6201.619923
159,6951.844335
160,7137.039472
161,6302.292162
162,6755.755811
163,6402.083876
164,5473.541941
165,7372.309001
166,6502.304249
167,1599.051552
168,7470.354869
169,6602.209479
170,7480.843593
171,6702.092856
172,7376.334164
173,7753.638963
174,6802.721025
175,7795.701255
176,6879.052088
177,1654.081469
178,858.169012
179,1781.544955
180,7434.507672
181,1199.286480
182,1861.550880
183,6630.573498
184,7970.077678
185,1929.325891
186,1752.621260
187,2099.634271
188,1173.705110
189,7989.533933
190,2243.387330
191,788.731794
192,7708.369533
193,2248.195139
194,7230.992890
195,2014.027837
196,2354.045467
197,8079.997683
198,1193.465070
199,2433.548504
200,861.399442
201,7394.548782
202,7288.636627
203,2494.312555
204,2485.730003
205,7343.409196
206,2775.403164
207,1222.849817
208,8520.247483
209,2803.269904
210,721.478783
211,2799.654541
212,8481.545335
213,2781.708109
214,5696.600381
215,2963.386145
216,1198.635881
217,8163.454562
218,1672.494388
219,2045.581336
220,2426.872993
221,2813.035025
222,3202.305978
223,3593.675708
224,3986.526135
225,4380.458897
226,4775.206139
227,5170.581321
228,5566.450639
229,5962.715677
230,6359.302459
231,6756.154327
232,7153.227161
233,7550.486100
234,7947.903237
235,8345.455972
236,8743.125809
237,9140.897463
238,9540.785398
239,9941.188708
240,10341.602128
241,10742.024527
242,11142.454938
243,11542.892527
244,11943.336571
245,12343.786443
246,12744.241593
247,13144.701539
248,13545.165855
249,13945.634166
250,14346.106135
251,14746.581466
252,15147.059892
253,15547.541173
254,15948.025095
255,16348.511463
256,16749.000102
257,17149.490852
258,17549.983570
259,17950.478124
260,18350.974392
261,18751.472267
262,19151.971646
263,19552.472437
264,19952.974556
265,20353.477923
266,20753.982467
267,21154.488121
268,21554.994823
269,21955.502515
270,22356.011144
271,22756.520662
272,23157.031021
273,23557.542179
274,23958.054096
275,24358.566734
276,24759.080058
277,25159.594036
278,25560.108637
279,25960.623831
280,26361.139593
281,26761.655896
282,27162.172717
283,27562.690033
284,27963.207822
285,28363.726065
286,28764.244743
287,29164.763837
288,29565.283331
289,29965.803210
290,30366.323456
291,30766.844057
292,31167.364999
293,31567.886268
294,31968.407852
295,32368.929740
296,32769.451920
297,33169.974382
298,33570.497116
299,33971.020113
300,34371.543362
301,34772.066855
302,35172.590584
303,35573.114542
304,35973.638719
305,36374.163110
306,36774.687706
307,37175.212503
308,37575.737492
309,37976.262668
310,38376.788025
311,38777.313558
312,39177.839260
313,39578.365128
314,39978.891156
315,40379.417339
316,40779.943672
317,41180.470152
318,41580.996774
319,41981.523533
320,42382.050427
321,42782.577451
322,43183.104602
323,43583.631876
324,43984.159269
325,44384.686779
326,44785.214403
327,45185.742137
328,45586.269978
329,45986.797925
330,46387.325973
331,46787.854120
332,47188.382365
333,47588.910703
334,47989.439134
335,48389.967655
336,48790.496263
337,49191.024956
338,49591.553733
339,49992.082591
340,50392.611528
341,50793.140543
342,51193.669634
343,51594.198798
